slot,group,id,title,label,tags,position,related_ailment,related_ability,level,class,reroll_chance,extra_info,tier_1,tier_2,tier_3,tier_4,tier_5,tier_6,tier_7,tier_8
Ring,Resistance and Armor,19,Poison Resistance,Poison Resistance (Added),"Resistance,Damaging Ailment,Poison,Damage Over Time",Suffix,,,10,,0.0,,5% To 9%,10% To 14%,15% To 21%,22% To 29%,30% To 45%,50% To 60%,61% To 75%,120% To 150%
Ring,Resistance and Armor,7,Void Resistance,Void Resistance (Added),"Resistance,Void",Suffix,,,6,,0.0,,5% To 9%,10% To 14%,15% To 21%,22% To 29%,30% To 45%,50% To 60%,61% To 75%,120% To 150%
Ring,Ward,824,Ward Per Second And Ward Decay Threshold,"Ward Per Second (Added)
Ward Decay Threshold (Added)","Ward,Regeneration",Suffix,,,1,,65.0,,"6 To 7
40 To 50","8 To 9
51 To 63","10 To 11
64 To 78","12 To 14
79 To 95","15 To 20
96 To 114","24 To 30
150 To 180","31 To 40
181 To 230","64 To 80
368 To 460"
Ring,Dodge,8,Dodge Rating,Dodge Rating (Added),Dodge,Suffix,,,1,,0.0,,20 To 29,30 To 39,40 To 49,50 To 65,66 To 85,110 To 150,151 To 200,320 To 400
Ring,Block,426,Block Chance And Effectiveness,"Block Chance (Added)
Block Effectiveness (Added)",Block,Suffix,,,13,,20.0,,"1%
30 To 50","2%
51 To 80","2%
81 To 110","2%
111 To 150","3%
151 To 220","4%
270 To 350","4%
450 To 600","6%
1000 To 1300"
Ring,Stun,51,Stun Avoidance,Stun Avoidance (Added),"Stun,Negative Ailment",Suffix,,,13,,30.0,,45 To 75,76 To 135,136 To 210,211 To 300,301 To 400,550 To 700,701 To 900,1440 To 1800
Ring,Critical Strike Avoidance,97,Critical Strike Avoidance And Added Dodge Rating,"Critical Strike Avoidance (Added)
Dodge Rating (Added)","Dodge,Damage Avoidance,Critical",Suffix,,,36,,30.0,,"5% To 9%
15 To 24","10% To 14%
25 To 35","15% To 19%
36 To 48","20% To 24%
49 To 61","25% To 37%
62 To 80","46% To 60%
95 To 125","61% To 75%
126 To 170","100%
300 To 360"
Ring,Minion,26,Minion Damage,Minion Damage (Increased),Minion,Prefix,,,1,,0.0,,6% To 12%,13% To 21%,22% To 30%,31% To 39%,40% To 60%,75% To 95%,96% To 120%,192% To 240%
Ring,Minion,71,Minion Dodge Rating,Minion Dodge Rating (Added),"Dodge,Minion",Prefix,,,30,"Primalist,Acolyte,Non-Specific",70.0,,35 To 65,66 To 100,101 To 160,161 To 250,251 To 400,500 To 650,651 To 1000,1600 To 2000
Ring,Minion,70,Minion Health,Minion Health (Increased),"Health,Minion",Prefix,,,6,"Primalist,Acolyte,Non-Specific",40.0,,15% To 35%,36% To 55%,56% To 75%,76% To 100%,101% To 150%,190% To 230%,231% To 300%,500% To 600%
Ring,Ailments,14,Freeze Rate Multiplier And Cold Resistance,"Freeze Rate Multiplier (Added)
Cold Resistance (Added)","Resistance,Freeze,Negative Ailment,Cold",Prefix,,,15,,0.0,,"20% To 40%
5%","41% To 65%
6%","66% To 100%
7%","101% To 140%
8%","141% To 180%
9% To 10%","220% To 270%
12% To 14%","271% To 350%
15% To 18%","560% To 700%
29% To 36%"
Ring,Personal,769,Infernal Champion'S,"Minion Damage (Increased)
Minions Teleported Around You After You Use A Traversal Skill (Added)","Traversal,Minion",Prefix,,,1,,0.0,Exclusive To Items Dropped By Champions,"5% To 10%
2","11% To 16%
3","22% To 27%
3","28% To 39%
4","40% To 55%
5","70% To 89%
7","90% To 110%
8","176% To 220%
13 To 16"
Ring,Set,785,Ferebor'S Persistence Reforged,"Intelligence (Added)
Armor For Totems (Added)","Attribute,Intelligence,Armour,Minion",Prefix,,,1,,,An Item With This Affix Counts As A Substitute For Ferebor'S Persistence For The Purpose Of Getting The Set Bonus,"1
10 To 20","1
21 To 33","2
34 To 49","3
50 To 69","4
70 To 90","5 To 6
120 To 149","7 To 8
150 To 181","12 To 14
290 To 362"
Ring,Set,797,The Invoker'S Scorching Grasp Reforged,"Fire Damage Over Time (Increased)
Chance To Apply Ignite On Hit (Added)","Damaging Ailment,Fire,Damage Over Time",Prefix,Ignite,,1,,,An Item With This Affix Counts As A Substitute For The Invoker'S Scorching Grasp For The Purpose Of Getting The Set Bonus,"10% To 13%
6% To 7%","14% To 17%
8% To 10%","18% To 22%
11% To 14%","23% To 28%
15% To 19%","29% To 35%
20% To 25%","40% To 49%
30% To 39%","50% To 75%
40% To 50%","120% To 150%
80% To 100%"
Ring,Set,798,The Invoker'S Static Touch Reforged,"Lightning Spell Damage (Added)
Chance To Apply Shock On Spell Hit (Added)","Resistance Reduction,Lightning,Spell",Prefix,Shock,,1,,,An Item With This Affix Counts As A Substitute For The Invoker'S Static Touch For The Purpose Of Getting The Set Bonus,"3
10% To 13%","4
14% To 17%","5
18% To 22%","6
23% To 28%","7
29% To 35%","9 To 11
40% To 49%","12 To 15
50% To 75%","20 To 25
120% To 150%"
Amulet,Throwing,88,Throwing Damage,Throwing Damage (Added),Throwing,Prefix,,,1,"Sentinel,Rogue,Non-Specific",20.0,,2 To 4,5 To 7,8 To 10,11 To 14,15 To 20,25 To 30,31 To 37,50 To 65
Amulet,Spell,84,Spell Critical Strike Chance,Spell Critical Strike Chance (Increased),"Critical,Spell",Prefix,,,15,,60.0,,20% To 25%,26% To 34%,35% To 43%,44% To 54%,55% To 75%,95% To 115%,116% To 150%,240% To 300%
Amulet,Spell,38,Spell Damage,Spell Damage (Increased),Spell,Prefix,,,1,,0.0,,6% To 12%,13% To 21%,22% To 30%,31% To 39%,40% To 60%,75% To 95%,96% To 120%,192% To 240%
Amulet,General,5,Critical Strike Chance,Critical Strike Chance (Increased),Critical,Prefix,,,1,,20.0,,15% To 20%,21% To 25%,26% To 30%,31% To 35%,36% To 50%,60% To 75%,76% To 100%,160% To 200%
Amulet,General,6,Critical Strike Multiplier,Critical Strike Multiplier (Added),Critical,Prefix,,,20,,40.0,,7% To 9%,10% To 12%,13% To 16%,17% To 20%,21% To 25%,32% To 40%,41% To 50%,80% To 100%
Amulet,General,72,Damage Over Time,Damage Over Time (Increased),Damage Over Time,Prefix,,,1,,0.0,,6% To 12%,13% To 21%,22% To 30%,31% To 39%,40% To 60%,75% To 95%,96% To 120%,192% To 240%
Amulet,General,103,Damage While Channelling,Damage While Channelling (Increased),,Prefix,,,38,,60.0,,6% To 12%,13% To 21%,22% To 30%,31% To 39%,40% To 60%,75% To 95%,96% To 120%,192% To 240%
Amulet,General,101,Increased Area For Area Skills,Increased Area For Area Skills (Added),Area,Prefix,,,32,,60.0,,6% To 7%,8% To 9%,10% To 12%,13% To 15%,16% To 20%,25% To 29%,30% To 34%,54% To 60%
Amulet,Damage Type,16,Cold Damage,Cold Damage (Increased),Cold,Prefix,,,1,,50.0,,6% To 12%,13% To 21%,22% To 30%,31% To 39%,40% To 60%,75% To 95%,96% To 120%,192% To 240%
Amulet,Damage Type,35,Cold Penetration,Cold Penetration (Added),"Penetration,Cold",Prefix,,,42,,70.0,,4%,5%,6%,7%,8% To 9%,11% To 12%,13% To 15%,24% To 30%
Amulet,Damage Type,9,Elemental Damage,Elemental Damage (Increased),Elemental,Prefix,,,8,,0.0,,5% To 9%,10% To 16%,17% To 24%,25% To 32%,33% To 45%,55% To 70%,71% To 90%,144% To 180%
Amulet,Damage Type,100,Elemental Damage Over Time,Elemental Damage Over Time (Increased),"Elemental,Damage Over Time",Prefix,,,50,,70.0,,10% To 20%,21% To 35%,36% To 50%,51% To 70%,71% To 110%,140% To 170%,171% To 220%,352% To 440%
Amulet,Damage Type,12,Fire Damage,Fire Damage (Increased),Fire,Prefix,,,1,,50.0,,6% To 12%,13% To 21%,22% To 30%,31% To 39%,40% To 60%,75% To 95%,96% To 120%,192% To 240%
Amulet,Damage Type,32,Fire Penetration,Fire Penetration (Added),"Penetration,Fire",Prefix,,,42,,70.0,,4%,5%,6%,7%,8% To 9%,11% To 12%,13% To 15%,24% To 30%
Amulet,Damage Type,23,Lightning Damage,Lightning Damage (Increased),Lightning,Prefix,,,1,,50.0,,6% To 12%,13% To 21%,22% To 30%,31% To 39%,40% To 60%,75% To 95%,96% To 120%,192% To 240%
Amulet,Damage Type,39,Lightning Penetration,Lightning Penetration (Added),"Penetration,Lightning",Prefix,,,42,,70.0,,4%,5%,6%,7%,8% To 9%,11% To 12%,13% To 15%,24% To 30%
Amulet,Damage Type,18,Necrotic Damage,Necrotic Damage (Increased),Necrotic,Prefix,,,6,"Acolyte,Non-Specific",0.0,,6% To 12%,13% To 21%,22% To 30%,31% To 39%,40% To 60%,75% To 95%,96% To 120%,192% To 240%
Amulet,Damage Type,93,Necrotic Penetration,Necrotic Penetration (Added),"Penetration,Necrotic",Prefix,,,42,,70.0,,4%,5%,6%,7%,8% To 9%,11% To 12%,13% To 15%,24% To 30%
Amulet,Damage Type,30,Physical Damage,Physical Damage (Increased),Physical,Prefix,,,1,,0.0,,6% To 12%,13% To 21%,22% To 30%,31% To 39%,40% To 60%,75% To 95%,96% To 120%,192% To 240%
Amulet,Damage Type,33,Physical Penetration,Physical Penetration (Added),"Penetration,Physical",Prefix,,,42,,70.0,,4%,5%,6%,7%,8% To 9%,11% To 12%,13% To 15%,24% To 30%
Amulet,Damage Type,61,Poison Damage,Poison Damage (Increased),"Damaging Ailment,Poison,Damage Over Time",Prefix,,,11,,30.0,,6% To 12%,13% To 21%,22% To 30%,31% To 39%,40% To 60%,75% To 95%,96% To 120%,192% To 240%
Amulet,Damage Type,37,Poison Penetration,Poison Penetration (Added),"Penetration,Damaging Ailment,Poison,Damage Over Time",Prefix,,,42,,70.0,,4%,5%,6%,7%,8% To 9%,11% To 12%,13% To 15%,24% To 30%
Amulet,Damage Type,15,Void Damage,Void Damage (Increased),Void,Prefix,,,15,"Sentinel,Non-Specific",40.0,,6% To 12%,13% To 21%,22% To 30%,31% To 39%,40% To 60%,75% To 95%,96% To 120%,192% To 240%
Amulet,Damage Type,0,Void Penetration,Void Penetration (Added),"Penetration,Void",Prefix,,,42,,70.0,,4%,5%,6%,7%,8% To 9%,11% To 12%,13% To 15%,24% To 30%
Amulet,Health,25,Health,Health (Added),Health,Suffix,,,1,,0.0,,5 To 15,16 To 25,26 To 40,41 To 60,61 To 90,100 To 130,131 To 180,275 To 325
Amulet,Health Recovery,43,Increased Healing Effectiveness,Increased Healing Effectiveness (Added),Healing,Prefix,,,15,,0.0,,10% To 18%,19% To 27%,28% To 37%,38% To 47%,48% To 60%,75% To 95%,96% To 120%,200% To 240%
Amulet,Health Recovery,90,Health Regen Per Second,Health Regen (Added),"Health,Regeneration",Suffix,,,1,,0.0,,2 To 3,4 To 5,6 To 7,8 To 10,11 To 14,20 To 25,26 To 35,56 To 70
Amulet,Mana,34,Mana,Mana (Added),Mana,Prefix,,,1,,0.0,,6 To 10,11 To 17,18 To 25,26 To 35,36 To 50,70 To 90,91 To 120,190 To 240
Amulet,Mana,330,Mana Regeneration,Mana Regen (Increased),"Mana,Regeneration",Prefix,,,1,,0.0,,10% To 14%,15% To 19%,20% To 24%,25% To 29%,30% To 38%,40% To 49%,50% To 60%,94% To 110%
Amulet,Potion,65,Increased Chance To Find Potions,Increased Chance To Find Potions (Added),Potion,Prefix,,,5,,70.0,,12% To 22%,23% To 31%,32% To 40%,41% To 49%,50% To 60%,75% To 99%,100% To 120%,192% To 240%
Amulet,Potion,66,Ward Gained On Potion Use,Ward Gained On Potion Use (Added),"Ward,Potion",Prefix,,,10,"Mage,Acolyte,Rogue,Non-Specific",60.0,,20 To 30,31 To 45,46 To 60,65 To 80,81 To 110,150 To 185,186 To 250,400 To 500
Amulet,Resistance and Armor,17,Cold Resistance,Cold Resistance (Added),"Resistance,Cold",Suffix,,,8,,30.0,,5% To 9%,10% To 14%,15% To 21%,22% To 29%,30% To 45%,50% To 60%,61% To 75%,120% To 150%
Amulet,Resistance and Armor,80,Elemental Resistance,Elemental Resistance (Added),"Resistance,Elemental",Suffix,,,27,,30.0,,4% To 5%,6% To 8%,9% To 11%,12% To 15%,16% To 20%,24% To 30%,31% To 40%,64% To 75%
Amulet,Resistance and Armor,13,Fire Resistance,Fire Resistance (Added),"Resistance,Fire",Suffix,,,1,,30.0,,5% To 9%,10% To 14%,15% To 21%,22% To 29%,30% To 45%,50% To 60%,61% To 75%,120% To 150%
Amulet,Resistance and Armor,24,Lightning Resistance,Lightning Resistance (Added),"Resistance,Lightning",Suffix,,,1,,30.0,,5% To 9%,10% To 14%,15% To 21%,22% To 29%,30% To 45%,50% To 60%,61% To 75%,120% To 150%
Amulet,Resistance and Armor,10,Necrotic Resistance,Necrotic Resistance (Added),"Resistance,Necrotic",Suffix,,,19,,0.0,,5% To 9%,10% To 14%,15% To 21%,22% To 29%,30% To 45%,50% To 60%,61% To 75%,120% To 150%
Amulet,Resistance and Armor,45,Physical Resistance,Physical Resistance (Added),"Resistance,Physical",Suffix,,,1,,0.0,,5% To 9%,10% To 14%,15% To 21%,22% To 29%,30% To 45%,50% To 60%,61% To 75%,120% To 150%
Amulet,Resistance and Armor,19,Poison Resistance,Poison Resistance (Added),"Resistance,Damaging Ailment,Poison,Damage Over Time",Suffix,,,10,,0.0,,5% To 9%,10% To 14%,15% To 21%,22% To 29%,30% To 45%,50% To 60%,61% To 75%,120% To 150%
Amulet,Resistance and Armor,7,Void Resistance,Void Resistance (Added),"Resistance,Void",Suffix,,,6,,0.0,,5% To 9%,10% To 14%,15% To 21%,22% To 29%,30% To 45%,50% To 60%,61% To 75%,120% To 150%
Amulet,Ward,99,Ward Gained On Kill,Ward Gain On Kill (Added),"Ward,Recovery",Prefix,,,40,,90.0,,3 To 5,6 To 8,9 To 11,12 To 14,15 To 19,24 To 30,31 To 38,61 To 76
Amulet,Ward,824,Ward Per Second And Ward Decay Threshold,"Ward Per Second (Added)
Ward Decay Threshold (Added)","Ward,Regeneration",Suffix,,,1,,65.0,,"6 To 7
40 To 50","8 To 9
51 To 63","10 To 11
64 To 78","12 To 14
79 To 95","15 To 20
96 To 114","24 To 30
150 To 180","31 To 40
181 To 230","64 To 80
368 To 460"
Amulet,Dodge,8,Dodge Rating,Dodge Rating (Added),Dodge,Suffix,,,1,,0.0,,20 To 29,30 To 39,40 To 49,50 To 65,66 To 85,110 To 150,151 To 200,320 To 400
Amulet,Dodge,59,Dodge Rating,Dodge Rating (Increased),Dodge,Suffix,,,16,,60.0,,10% To 14%,15% To 19%,20% To 24%,25% To 29%,30% To 38%,55% To 65%,66% To 80%,130% To 160%
Amulet,Stun,29,Health And Stun Avoidance,"Health (Added)
Stun Avoidance (Added)","Health,Stun,Negative Ailment",Suffix,,,46,,80.0,,"12 To 17
40 To 65","18 To 26
66 To 100","27 To 35
101 To 180","36 To 44
181 To 250","45 To 60
251 To 350","75 To 99
450 To 550","100 To 130
551 To 750","198 To 234
1200 To 1500"
Amulet,Minion,945,Minion Area And Damage,"Increased Area For Minion Area Skills (Added)
Minion Damage (Increased)","Minion,Area",Prefix,,,46,,70.0,,"6% To 7%
5% To 10%","8% To 9%
11% To 18%","10% To 12%
20% To 27%","13% To 15%
28% To 35%","16% To 18%
36% To 50%","23% To 27%
65% To 80%","28% To 33%
81% To 105%","55% To 65%
175% To 210%"
Amulet,Minion,26,Minion Damage,Minion Damage (Increased),Minion,Prefix,,,1,,0.0,,6% To 12%,13% To 21%,22% To 30%,31% To 39%,40% To 60%,75% To 95%,96% To 120%,192% To 240%
Amulet,Minion,70,Minion Health,Minion Health (Increased),"Health,Minion",Prefix,,,6,"Primalist,Acolyte,Non-Specific",40.0,,15% To 35%,36% To 55%,56% To 75%,76% To 100%,101% To 150%,190% To 230%,231% To 300%,500% To 600%
Amulet,Ailments,14,Freeze Rate Multiplier And Cold Resistance,"Freeze Rate Multiplier (Added)
Cold Resistance (Added)","Resistance,Freeze,Negative Ailment,Cold",Prefix,,,15,,0.0,,"20% To 40%
5%","41% To 65%
6%","66% To 100%
7%","101% To 140%
8%","141% To 180%
9% To 10%","220% To 270%
12% To 14%","271% To 350%
15% To 18%","560% To 700%
29% To 36%"
Amulet,Ailments,429,Chance To Apply Frailty On Hit,Chance To Apply Frailty On Hit (Added),,Suffix,Frailty,,25,,0.0,,12% To 15%,16% To 19%,20% To 23%,24% To 27%,28% To 35%,44% To 55%,56% To 70%,112% To 140%
Amulet,Ailments,55,Chance To Ignite On Hit,Chance To Ignite On Hit (Added),"Damaging Ailment,Fire,Damage Over Time",Suffix,Ignite,,1,,50.0,,10% To 12%,13% To 16%,17% To 20%,20% To 23%,24% To 30%,40% To 49%,50% To 65%,104% To 130%
Amulet,Ailments,85,Chance To Shock On Hit,Chance To Shock On Hit (Added),"Resistance Reduction,Lightning",Suffix,Shock,,20,,50.0,,10% To 12%,13% To 16%,17% To 20%,20% To 23%,24% To 30%,40% To 49%,50% To 65%,104% To 130%
Amulet,Ailments,86,Chance To Shred Armor On Hit,Chance To Shred Armor On Hit (Added),"Armour,Defence Reduction",Suffix,Shred Armor,,27,,50.0,,20% To 30%,31% To 40%,41% To 55%,56% To 70%,71% To 100%,125% To 150%,151% To 200%,320% To 400%
Amulet,Personal,772,Carnage Champion'S,"Spell Damage (Added)
Reduced Health Cost Of Spells (Added)","Health,Spell",Prefix,,Transplant,1,,0.0,Exclusive To Items Dropped By Champions,"4
11% To 14%","5
15% To 18%","6
19% To 22%","7
23% To 26%","8 To 9
27% To 31%","11 To 13
37% To 46%","14 To 18
47% To 60%","26 To 32
70% To 95%"
Amulet,Personal,698,Julra'S,"Void Spell Damage (Added)
Chance To Cast Void Rift On Kill (Added)","Void,Spell",Prefix,,Void Rift,1,,0.0,Exclusive To Personal Items (Dropped From One-Shot Caches In The Campaign),"2
4% To 5%","3
6% To 7%","4
8% To 10%","5
11% To 13%","6
14% To 16%","8
18% To 20%","9 To 10
21% To 25%","16 To 20
40% To 50%"
Amulet,Personal,770,Whirlpool Champion'S,"Ward Decay Threshold (Added)
Ward Per Second Per Active Maelstrom (Added)","Ward,Regeneration",Prefix,,Maelstrom,1,,0.0,Exclusive To Items Dropped By Champions,"35 To 43
1","44 To 65
1","66 To 90
1","91 To 135
1","136 To 200
2","240 To 300
3","301 To 400
4","640 To 800
6 To 8"
Amulet,Set,789,Locket Of The Forgotten Knight Reforged,"Chance To Apply Time Rot On Hit (Added)
Chance To Create A Void Rift When You Hit An Enemy (2 Second Cooldown) (Added)","Cooldown,Void",Prefix,Time Rot,Void Rift,1,,,An Item With This Affix Counts As A Substitute For Locket Of The Forgotten Knight For The Purpose Of Getting The Set Bonus,"5% To 6%
5% To 6%","7% To 8%
7% To 8%","9% To 10%
9% To 10%","11% To 12%
11% To 12%","13% To 14%
13% To 15%","16% To 21%
18% To 23%","22% To 28%
24% To 30%","45% To 56%
48% To 60%"
Amulet,Set,796,The Invoker'S Frozen Heart Reforged,"Cold Cast Speed (Added)
Critical Strike Multiplier Against Frozen Enemies (Added)","Critical,Cold,Cast Speed",Prefix,,,1,,,An Item With This Affix Counts As A Substitute For The Invoker'S Frozen Heart For The Purpose Of Getting The Set Bonus,"0.03
10% To 12%","0.04
13% To 16%","0.05
17% To 20%","0.06
21% To 24%","0.07
25% To 30%","0.1 To 0.12
40% To 49%","0.13 To 0.15
50% To 60%","0.23 To 0.26
96% To 120%"
Relic,Attributes,504,Attunement,Attunement (Added),"Attribute,Attunement",Prefix,,,5,"Primalist,Sentinel,Non-Specific",30.0,,1,2,3 To 4,5 To 6,7 To 8,11 To 13,14 To 16,24 To 28
Relic,Attributes,503,Dexterity,Dexterity (Added),"Attribute,Dexterity",Prefix,,,1,,70.0,,1,2,3 To 4,5 To 6,7 To 8,11 To 13,14 To 16,24 To 28
Relic,Attributes,502,Intelligence,Intelligence (Added),"Attribute,Intelligence",Prefix,,,1,"Mage,Acolyte,Non-Specific",0.0,,1,2,3 To 4,5 To 6,7 To 8,11 To 13,14 To 16,24 To 28
Relic,Attributes,501,Strength,Strength (Added),"Attribute,Strength",Prefix,,,1,"Primalist,Sentinel,Non-Specific",0.0,,1,2,3 To 4,5 To 6,7 To 8,11 To 13,14 To 16,24 To 28
Relic,Throwing,88,Throwing Damage,Throwing Damage (Added),Throwing,Prefix,,,1,"Sentinel,Rogue,Non-Specific",20.0,,2 To 4,5 To 7,8 To 10,11 To 14,15 To 20,25 To 30,31 To 37,50 To 65
Relic,Spell,4,Cast Speed,Cast Speed (Increased),Cast Speed,Prefix,,,1,,0.0,,4% To 5%,6% To 7%,8% To 9%,10% To 11%,12% To 15%,18% To 23%,24% To 30%,46% To 53%
Relic,Spell,84,Spell Critical Strike Chance,Spell Critical Strike Chance (Increased),"Critical,Spell",Prefix,,,15,,60.0,,20% To 25%,26% To 34%,35% To 43%,44% To 54%,55% To 75%,95% To 115%,116% To 150%,240% To 300%
Relic,General,5,Critical Strike Chance,Critical Strike Chance (Increased),Critical,Prefix,,,1,,20.0,,15% To 20%,21% To 25%,26% To 30%,31% To 35%,36% To 50%,60% To 75%,76% To 100%,160% To 200%
Relic,General,6,Critical Strike Multiplier,Critical Strike Multiplier (Added),Critical,Prefix,,,20,,40.0,,7% To 9%,10% To 12%,13% To 16%,17% To 20%,21% To 25%,32% To 40%,41% To 50%,80% To 100%
Relic,General,72,Damage Over Time,Damage Over Time (Increased),Damage Over Time,Prefix,,,1,,0.0,,6% To 12%,13% To 21%,22% To 30%,31% To 39%,40% To 60%,75% To 95%,96% To 120%,192% To 240%
Relic,General,103,Damage While Channelling,Damage While Channelling (Increased),,Prefix,,,38,,60.0,,6% To 12%,13% To 21%,22% To 30%,31% To 39%,40% To 60%,75% To 95%,96% To 120%,192% To 240%
Relic,Damage Type,16,Cold Damage,Cold Damage (Increased),Cold,Prefix,,,1,,50.0,,6% To 12%,13% To 21%,22% To 30%,31% To 39%,40% To 60%,75% To 95%,96% To 120%,192% To 240%
Relic,Damage Type,100,Elemental Damage Over Time,Elemental Damage Over Time (Increased),"Elemental,Damage Over Time",Prefix,,,50,,70.0,,10% To 20%,21% To 35%,36% To 50%,51% To 70%,71% To 110%,140% To 170%,171% To 220%,352% To 440%
Relic,Damage Type,12,Fire Damage,Fire Damage (Increased),Fire,Prefix,,,1,,50.0,,6% To 12%,13% To 21%,22% To 30%,31% To 39%,40% To 60%,75% To 95%,96% To 120%,192% To 240%
Relic,Damage Type,23,Lightning Damage,Lightning Damage (Increased),Lightning,Prefix,,,1,,50.0,,6% To 12%,13% To 21%,22% To 30%,31% To 39%,40% To 60%,75% To 95%,96% To 120%,192% To 240%
Relic,Damage Type,18,Necrotic Damage,Necrotic Damage (Increased),Necrotic,Prefix,,,6,"Acolyte,Non-Specific",0.0,,6% To 12%,13% To 21%,22% To 30%,31% To 39%,40% To 60%,75% To 95%,96% To 120%,192% To 240%
Relic,Damage Type,30,Physical Damage,Physical Damage (Increased),Physical,Prefix,,,1,,0.0,,6% To 12%,13% To 21%,22% To 30%,31% To 39%,40% To 60%,75% To 95%,96% To 120%,192% To 240%
Relic,Damage Type,61,Poison Damage,Poison Damage (Increased),"Damaging Ailment,Poison,Damage Over Time",Prefix,,,11,,30.0,,6% To 12%,13% To 21%,22% To 30%,31% To 39%,40% To 60%,75% To 95%,96% To 120%,192% To 240%
Relic,Damage Type,15,Void Damage,Void Damage (Increased),Void,Prefix,,,15,"Sentinel,Non-Specific",40.0,,6% To 12%,13% To 21%,22% To 30%,31% To 39%,40% To 60%,75% To 95%,96% To 120%,192% To 240%
Relic,Health,825,Added Health And Added Health Regeneration,"Health (Added)
Health Regen (Added)","Health,Regeneration",Suffix,,,1,,90.0,,"14 To 21
1 To 2","22 To 29
3 To 4","30 To 37
5 To 6","38 To 45
7 To 9","46 To 68
10 To 12","85 To 105
15 To 19","106 To 135
20 To 25","205 To 243
40 To 50"
Relic,Health,25,Health,Health (Added),Health,Suffix,,,1,,0.0,,5 To 15,16 To 25,26 To 40,41 To 60,61 To 90,100 To 130,131 To 180,275 To 325
Relic,Health Recovery,43,Increased Healing Effectiveness,Increased Healing Effectiveness (Added),Healing,Prefix,,,15,,0.0,,10% To 18%,19% To 27%,28% To 37%,38% To 47%,48% To 60%,75% To 95%,96% To 120%,200% To 240%
