group,id,title,type,rarity,subtype,level,class,min_drop_level,implicit,explicit,lp_level,lp0_pct,lp1_pct,lp2_pct,lp3_pct,lp4_pct,lp_remarks,global_drop_reroll_chance,rune_of_ascendance_chance,vendor_cost,timeline,dungeon,arena,bossfight,related_ailments,related_abilities,lore
Regular Unique Items,424,Tyrant'S Skull,Primordial Relic,Unique,Ancient Remains,36,,,"+ (2 to 4) to All Attributes
+ (11% to 15%) Endurance","+ (2 to 3) to Level of Minion Skills
Summons a Tyrannosaur minion
+3 Tyrannosaur Melee Damage per Strength
1% increased Tyrannosaur Attack and Cast Speed per Dexterity
+1% Tyrannosaur Physical Penetration per Intelligence
+1% Tyrannosaur Critical Strike Multiplier per Attunement
1% more Tyrannosaur Health and Damage per 1% Uncapped Endurance multiplicative with other modifiers
When your Tyrannosaur roars it grants your other minions +25 Physical Damage with Spells and Attacks and the bonuses it gains from this item are applied to them at 20% effectiveness This buff lasts 12 seconds",70,79.56%,19.06%,1.35%,0.027%,0.000013%,Primordial Unique item - only one Primordial item of any kind can be equipped at a time,,,"Skarven Bloodhorn
Ancient Bones x 13,500
Primordial Fang x 15
Primordial Horn x 10",,,,Rift Beast - 0.03% chance (drop chance increases with evolution and greatly increases with corruption),,Summon Primal Tyrannosaur,
Regular Unique Items,246,Singularity,Small Idol,Unique,Small Eterran Idol,42,,11,,"(8% to 20%) More Hit Damage if you have only one Singularity equipped
You cannot deal Critical Strikes 100% less Critical Strike Chance (multiplicative with other modifiers)",,,,,,,Can't have Legendary Potential,30%,,,,,,"""Stargazer's Collection"" One-Shot Cache - Titan's Canyon (Imperial Era, level 36) - 100% chance",,,"""And thus from a singular point of infinite detail did the goddess Eterra weave the fabric of reality"" - Book of Elders, Chapter 1."
Regular Unique Items,344,Harbinger'S Needle,Small Idol,Unique,Small Orobyss Idol,1,,11,,"Breaks if equipped when you kill a timeline boss above 90 corruption, causing that timeline boss kill to grant 3 additional Gaze of Orobyss. Only one Harbinger's Needle can be consumed at once.",,,,,,,Can't have Legendary Potential,,,,"Harbinger of Treason (Fall of the Empire Timeline, empowered only) - 15% chance (up to 55% chance with increased item rarity)
Harbinger of Ash (Spirits of Fire Timeline, empowered only) - 15% chance (up to 55% chance with increased item rarity)
Harbinger of Pride (The Stolen Lance Timeline, empowered only) - 15% chance (up to 55% chance with increased item rarity)
Harbinger of Defilement (Fall of the Outcasts Timeline, empowered only) - 15% chance (up to 55% chance with increased item rarity)
Harbinger of Destruction (Reign of Dragons Timeline, empowered only) - 15% chance (up to 55% chance with increased item rarity)
Harbinger of Hatred (The Black Sun Timeline, empowered only) - 15% chance (up to 55% chance with increased item rarity)
Harbinger of War (Blood, Frost, and Death Timeline, empowered only) - 15% chance (up to 55% chance with increased item rarity)
Harbinger of Chaos (Ending the Storm Timeline, empowered only) - 15% chance (up to 55% chance with increased item rarity)
Harbinger of Tyranny (The Age of Winter Timeline, empowered only) - 15% chance (up to 55% chance with increased item rarity)
Harbinger of Fear (The Last Ruin Timeline, empowered only) - 15% chance (up to 55% chance with increased item rarity)
Aberroth (Threshold of Eternity Woven Echo) - 30% chance (drops for host only)
Aberroth (Threshold of Eternity Woven Echo) - 30% chance (drops for host only)
The Fading Brink Woven Echo - 15% chance (up to 55% chance with increased item rarity)",,,"Aberroth - 30% chance (drops for host only)
Aberroth - 30% chance (drops for host only)",,,"A needle forged by Aberroth in the heart of a black hole. It is designed to be plunged into a powerful foe, to sacrifice them to the dark god of fate."
Regular Unique Items,326,Unvar'S Exile,Huge Idol,Unique,Huge Arcane Idol,33,Mage,30,,"Once you have three Runes for Runic Invocation your runes cannot change until they are consumed
3% Chance per Intelligence for 33% increased Elemental Damage with Three Rune Invocations",,,,,,,Can't have Legendary Potential,0%,,,,,,,,Runic Invocation,
Regular Unique Items,324,Unvar'S Rise,Large Idol,Unique,Large Arcane Idol,31,Mage,25,,"Once you have one Rune for Runic Invocation your runes cannot change until they are consumed
1% Chance per Intelligence for 11% more Elemental Damage with One Rune Invocations multiplicative with other modifiers",,,,,,,Can't have Legendary Potential,0%,,,,,,,,Runic Invocation,
Regular Unique Items,325,Unvar'S Hegemony,Adorned Idol,Unique,Adorned Arcane Idol,32,Mage,20,,"Once you have two Runes for Runic Invocation your runes cannot change until they are consumed
2% Chance per Intelligence for +22% Elemental Penetration with Two Rune Invocations",,,,,,,Can't have Legendary Potential,0%,,,,,,,,Runic Invocation,
Regular Unique Items,421,The Land Before,Adorned Idol,Unique,Adorned Heorot Idol,32,Primalist,20,,"+ 4 Maximum Companions if this is your only equipped Unique Idol Equipping multiple copies of this idol counts as having multiple unique idols equipped and results in no bonus to maximum companions. Harbinger's Needle is ignored.
You cannot summon more than 1 of any type of companion
+ (36% to 56%) Physical Resistance
+ (36% to 56%) Minion Physical Resistance",,,,,,,Can't have Legendary Potential,0%,,,,,,,,,"Before the falling of the temple and the strife of gods, there was peace between the osprix, the wengari, the meruna, and the nagasa."
Regular Unique Items,211,Throne Of Ambition,Adorned Idol,Unique,Adorned Silver Idol,1,,20,,"You gain a stack of Ambition when you hit a boss or rare enemy (1 second cooldown) If you have multiple Thrones of Ambition equipped you still only gain 1 stack
2% more Fire Damage per stack of Ambition
2% more Cold Damage per stack of Ambition
2% more Armour per stack of Ambition The effects of Ambition are multiplicative with other modifiers, but individual stacks are not multiplicative with each other.
20 Maximum Stacks of Ambition If you have multiple Thrones of Ambition equipped your maximum stacks is still 20
You lose all stacks of Ambition if you go 4 seconds without gaining a stack",,,,,,,Can't have Legendary Potential,,,,God Hunter Argentus (The Stolen Lance Timeline) - 6% chance (up to 48% chance with increased item rarity),,,,,,"Argentus may have been born a mere slave of Rahyeh, but his ambition eclipsed even his god."
Regular Unique Items,219,Trinity Of Flames,Adorned Idol,Unique,Adorned Volcano Idol,1,,20,,"Every 3rd fire spell you cast is guaranteed to crit, but has 36% less critical strike multiplier (multiplicative with other modifiers) Not limited to direct casts but does not include sub skills
(12% to 16%) increased Fire Spell Damage
+ (12% to 16%) Chance to apply Ignite on Hit",,,,,,,Can't have Legendary Potential,,,,"Volcanic Shaman (Spirits of Fire Timeline, empowered only) - up to 45% chance with increased item rarity",,,,Ignite,,Three souls to nourish an unquenchable flame.
Weaver Unique Items,406,Nest Of Nightmares,One-Handed Mace,Unique,Doom Star,35,,,"+ 59 Melee Damage
+ (50% to 90%) Melee Critical Strike Multiplier","+ 20% Chance to inflict Spiders on Melee Hit per equipped Weaver's Will Item Spiders are a debuff which add 5% chance to be critically hit. It stacks up to 4 times and lasts 4 seconds.
+ (2 to 6) % of Damage Leeched as Health on Melee Hit for you and your Minions
+ (25 to 45) % Melee Critical Strike Multiplier for you and your Minions",,,,,,,Weaver's Will unique item - can't have Legendary Potential,0%,22.22%,,"Reign of Dragons Timeline (""Unique or Set Axe Mace or Spear"" echo rewards) - 3.45% chance",,,,Spiders,,"""I was surrounded by golden silk, curious creatures, and Her words filling my very soul."" - Masque, the Acolyte of Golden Silk"
Weaver Unique Items,408,Weaver'S Gift,One-Handed Sword,Unique,Longsword,50,,,+ 50 Melee Damage,"5% Increased Duration of Bleed, Poison, and Electrify per equipped Weaver's Will item (up to 5)
+ (30 to 60) % chance to Electrify and Slow on hit
(1 to 3) % of Damage Leeched as Health from Damage Over Time
+ (22 to 33) % Penetration against All Resistances for Damage Over Time",,,,,,,Weaver's Will unique item - can't have Legendary Potential,0%,9.26%,,"Reign of Dragons Timeline (""Unique or Set Sword or Dagger"" echo rewards) - 4.08% chance",,,,"Bleed
Poison
Electrify
Slow",,"""The Weaver is the greatest artist of all, to grace Her domain is a blessing."" - Masque, the Acolyte of Golden Silk"
Weaver Unique Items,418,Scissor Of Atropos,One-Handed Sword,Unique,Falchion,60,,,+ 27 Melee Damage,"Gain a stack of Kismet when you directly use a melee attack and hit at least one enemy Max 8 stacks. Dual wielding this weapon affects the amount of stacks gained.
When you directly use a throwing attack, consume all stacks of Kismet to gain +8% throwing critical strike chance and +8 throwing physical damage per stack
+ 46 Melee Damage
(12% to 16%) increased Attack Speed
+ (1 to 2) to Level of Melee Skills
+ (4 to 9) Vitality",,,,,,,Weaver's Will unique item - can't have Legendary Potential,,,,Fateweaver Atropos (Lostwood Folly Woven Echo) - 30% chance (up to 45% chance with increased item rarity),,,,,,
Weaver Unique Items,405,Orb Weaver'S Fang,Two-Handed Sword,Unique,Split Greatsword,40,,,+ 30 Melee Damage,"Stats on this item are doubled for 3 seconds after hitting a boss or rare enemy that is at low health Low health is 35% or less
+ (55 to 70) Melee Damage
+ (4% to 8%) Critical Strike Chance
(8% to 10%) increased Movement Speed
+ (100 to 140) Dodge Rating",,,,,,,Weaver's Will unique item - can't have Legendary Potential,0%,14.71%,,"Reign of Dragons Timeline (""Unique or Set Sword or Dagger"" echo rewards) - 4.08% chance",,,,,,"""You are the blade that will cut the imperfections from the Weaver's web."" - Masque, the Acolyte of Golden Silk"
Weaver Unique Items,417,Clotho'S Needle,Two-Handed Sword,Unique,Giant Rapier,68,,,"+ 80 Melee Damage
+ (5% to 8%) Melee Critical Strike Chance","Block Chance is converted to Parry Chance while not wielding a shield Maximum Parry Chance is 75%
+ (15% to 22%) Melee Critical Strike Multiplier per meter from the target (up to 5 meters)
20% increased range with Firebrand and Puncture
+ (60 to 80) Melee Damage
+ (3 to 10) Strength
+ (3 to 10) Dexterity",,,,,,,Weaver's Will unique item - can't have Legendary Potential,,,,Fateweaver Clotho (Lostwood Folly Woven Echo) - 30% chance (up to 45% chance with increased item rarity),,,,,"Firebrand
Puncture",
Weaver Unique Items,407,Essence Weaver,Two-Handed Spear,Unique,Obsidian Lance,68,,,"+ 94 Melee Damage
+ (94% to 194%) Chance to apply Shred Armor on Melee Hit","Gain a stack of Elemental Essence when you directly use a melee attack and hit at least one enemy (up to 9 times per 3 seconds)
At 9 stacks of Elemental Essence, consume all stacks to randomly cast Smite, Frost Claw, or Storm Bolt at a nearby enemy per essence consumed This consumes mana equal to the chosen spell's mana cost
Stats on this item are tripled for casts which consumed Elemental Essence
+ (50 to 70) Spell Damage
(110% to 180%) increased Elemental Damage
(34% to 52%) increased Mana Regen",,,,,,,Weaver's Will unique item - can't have Legendary Potential,0%,13.16%,,"Reign of Dragons Timeline (""Unique or Set Axe Mace or Spear"" echo rewards) - 3.45% chance",,,,Shred Armor,"Smite
Frost Claw
Storm Bolt","""Imagine a world free of pain, chaos, and sorrow. A world free of corruption. A perfect world!"" - Masque, the Acolyte of Golden Silk"
Weaver Unique Items,419,Blight Of Lachesis,Two-Handed Staff,Unique,Temple Staff,70,,,"+ (90 to 100) Spell Damage
(20% to 30%) increased Mana Regen
(-3 to -5) Mana Cost for Spell Skills","+ (1 to 2) Maximum Skeletal Mages
+ (1 to 2) to Level of Minion Necrotic Skills
+ (1 to 2) to Level of Minion Cold Skills
+ (1 to 2) to Level of Minion Lightning Skills
(100% to 170%) increased Minion Damage
+ (40% to 70%) Chance to apply Electrify on Hit with Minion Skills",,,,,,,Weaver's Will unique item - can't have Legendary Potential,,,,Fateweaver Lachesis (Lostwood Folly Woven Echo) - 30% chance (up to 45% chance with increased item rarity),,,,Electrify,Summon Skeletal Mage,
Weaver Unique Items,295,Cradle Of The Erased,Shield,Unique,Targe,18,,,"+ 16% Block Chance
+ (80 to 140) Block Effectiveness
+ (6% to 12%) Elemental Resistance","Gain a stack of Golden Aegis each second Up to 4 stacks
+ (8% to 11%) Block Chance per stack of Golden Aegis
Lose a stack of Golden Aegis on Block
+ 1 Block Effectiveness per 1% Total Uncapped Resistance Your total uncapped resistance is the sum of your uncapped physical, fire, lightning, cold, necrotic, void, and poison resistances.
(22 to 32) Ward Gain on Block",,,,,,,Weaver's Will unique item - can't have Legendary Potential,0%,7.81%,,"The Black Sun Timeline (""Unique or Set Shield"" echo rewards) - 7.81% chance",,,,,,"""Rest now, you are safe here in this cocoon. It's all gone now, but this is not where your thread ends."" - The Acolyte of Golden Silk"
Weaver Unique Items,296,Advent Of The Erased,Boots,Unique,Iron Greaves,16,,,"+ 35 Armor
(8% to 10%) increased Movement Speed","(5% to 11%) increased Movement Speed
(5% to 11%) chance to gain Haste for 3 seconds when a nearby enemy dies Haste is a buff that grants 30% increased movement speed. Haste does not stack.
(35% to 15%) less Damage over Time taken while you have Haste Multiplicative with other modifiers
When you gain Haste or refresh its duration you gain (30 to 60) Ward (1 second cooldown) and your Minions gain Haste and Frenzy for 3 Seconds Frenzy is a buff that grants 20% Increased attack and cast speed. It cannot stack.",,,,,,,Weaver's Will unique item - can't have Legendary Potential,0%,6.58%,,"Spirits of Fire Timeline (""Unique or Set Boots"" echo rewards) - 6.58% chance",,,,"Haste
Frenzy",,"""Those long lost may walk again on woven feet"" - The Acolyte of Golden Silk"
Weaver Unique Items,293,Swaddling Of The Erased,Gloves,Unique,Leather Gloves,15,,,"+ 10 Armor
+ (5 to 10) Mana","(12% to 17%) more Melee Damage to High Health Enemies
(12% to 17%) more Spell Damage to Low Health Enemies
(6 to 12) % increased Attack and Cast Speed
+ (2 to 6) to All Attributes",,,,,,,Weaver's Will unique item - can't have Legendary Potential,0%,5.39%,,"Ending the Storm Timeline (""Unique or Set Gloves"" echo rewards) - 5.39% chance",,,,,,"""Cities, memories, whole timelines have been erased by the spreading void. There is much work ahead of us."" - The Acolyte of Golden Silk"
Weaver Unique Items,327,Communion Of The Erased,Belt,Unique,Plated Belt,19,,,"+ (35 to 65) Armor
+ 3 Potion Slots","Stats on this item are doubled for 1 second after using a Potion This buff does not stack and a potion use that applies the buff does not benefit from it unless you already had the buff
+1 Potion Slot per equipped Weaver's Will Item Weaver items are all uniques and legendaries that either have or had Weaver's Will
(24% to 54%) increased Armor
(24% to 54%) of Mana Spent Gained as Ward
(6% to 14%) more Damage to Stunned Enemies",,,,,,,Weaver's Will unique item - can't have Legendary Potential,70%,2.24%,,"Fall of the Empire Timeline (""Unique or Set Belt"" echo rewards) - 2.24% chance",,,,,,"""Hark, disparate souls, for you have been blessed. Together you shall imbibe the venom of new life."" - The Acolyte of Golden Silk"
Weaver Unique Items,294,Font Of The Erased,Ring,Unique,Gold Ring,15,,,+ (5% to 18%) Elemental Resistance,"(4 to 10) % increased Health and Mana
(14% to 30%) of Mana Spent Gained as Ward
1 Ward gained on hit per 10 missing mana if your current ward is lower than your missing health",,,,,,,Weaver's Will unique item - can't have Legendary Potential,0%,6.82%,,"The Age of Winter Timeline (""Unique or Set Ring"" echo rewards) - 6.82% chance",,,,,,"""For those who have lost everything, The Weaver's bounty knows no end."" - The Acolyte of Golden Silk"
Weaver Unique Items,409,Inheritance Of The Erased,Amulet,Unique,Oracle Amulet,48,,,(6% to 20%) less Damage Over Time Taken,"Every 10 seconds a random minion is Chosen, receiving Frenzy and 200% of the stats on this item Chosen is a buff which lasts for 10 seconds. Frenzy grants 20% increased attack and cast speed.
(8% to 14%) increased Health
(52% to 98%) increased Health Regen
+ (28% to 46%) Void Resistance",,,,,,,Weaver's Will unique item - can't have Legendary Potential,,,,Woven Firstborn (Cenotaph of Worlds Woven Echo) - 30% chance (up to 45% chance with increased item rarity),,,"Woven Firstborn - Cemetery of the Erased (End of Time, level 100) - 30% chance (up to 45% chance with increased item rarity)",Frenzy,,"""Our tears for them will be dew upon perfect golden silk."" - Masque, the Acolyte of Golden Silk"
Weaver Unique Items,300,Ambitions Of An Erased Acolyte,Relic,Unique,Caged Souls,30,Acolyte,,"(9 to 29) Ward Gained on Potion Use
+ (9% to 29%) Ward Retention","+ 1 to Level of Acolyte Skills
+ (6% to 14%) Endurance
When a nearby enemy or ally dies you gain Ward equal to 2% to (4 to 6) % of its maximum health, up to 3,000 ward (2 second cooldown)",,,,,,,Weaver's Will unique item - can't have Legendary Potential,0%,4.88%,,"The Last Ruin Timeline (""Unique or Set Relic"" echo rewards) - 4.88% chance",,,,,,"""The context of thy aspirations is long lost, yet they still pervade thy silken form."" - The Acolyte of Golden Silk"
